row_id,book_id,book_name,author_id,author_name,publishing_company,city,fiscal_year,calendar_year,year_month,date,forecast_type
133683658821_202412,133683658821,Certain life buy series.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2025,2024,202412,2024-12-01,AutoARIMA
133683658821_202501,133683658821,Certain life buy series.,27876822,Robert Carter,Edwards Inc,Port Anthonyhaven,2025,2025,202501,2025-01-01,AutoARIMA
144423659336_202310,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2023,202310,2023-10-01,AutoARIMA
144423659336_202311,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2023,202311,2023-11-01,AutoARIMA
144423659336_202312,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2023,202312,2023-12-01,AutoARIMA
144423659336_202401,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202401,2024-01-01,AutoARIMA
144423659336_202402,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202402,2024-02-01,AutoARIMA
144423659336_202403,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202403,2024-03-01,AutoARIMA
144423659336_202404,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202404,2024-04-01,AutoARIMA
144423659336_202405,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202405,2024-05-01,AutoARIMA
144423659336_202406,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202406,2024-06-01,AutoARIMA
144423659336_202407,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202407,2024-07-01,AutoARIMA
144423659336_202408,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2024,2024,202408,2024-08-01,AutoARIMA
144423659336_202409,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2024,202409,2024-09-01,AutoARIMA
144423659336_202410,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2024,202410,2024-10-01,AutoARIMA
144423659336_202411,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2024,202411,2024-11-01,AutoARIMA
144423659336_202412,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2024,202412,2024-12-01,AutoARIMA
144423659336_202501,144423659336,Road player doctor pull.,113960985,Vincent Cooper,Hart LLC,Robertbury,2025,2025,202501,2025-01-01,AutoARIMA
161530178062_202310,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2023,202310,2023-10-01,AutoARIMA
161530178062_202311,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2023,202311,2023-11-01,AutoARIMA
161530178062_202312,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2023,202312,2023-12-01,AutoARIMA
161530178062_202401,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2024,202401,2024-01-01,AutoARIMA
161530178062_202402,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2024,202402,2024-02-01,AutoARIMA
161530178062_202403,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2024,202403,2024-03-01,AutoARIMA
161530178062_202404,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2024,202404,2024-04-01,AutoARIMA
161530178062_202405,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2024,202405,2024-05-01,AutoARIMA
161530178062_202406,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2024,202406,2024-06-01,AutoARIMA
161530178062_202407,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2024,202407,2024-07-01,AutoARIMA
161530178062_202408,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2024,2024,202408,2024-08-01,AutoARIMA
161530178062_202409,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2025,2024,202409,2024-09-01,AutoARIMA
161530178062_202410,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2025,2024,202410,2024-10-01,AutoARIMA
161530178062_202411,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2025,2024,202411,2024-11-01,AutoARIMA
161530178062_202412,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2025,2024,202412,2024-12-01,AutoARIMA
161530178062_202501,161530178062,Everyone blood record yet.,40343688,Erik Morris,Romero Ltd,Port Anthonyhaven,2025,2025,202501,2025-01-01,AutoARIMA
198979772681_202310,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202310,2023-10-01,AutoARIMA
198979772681_202311,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202311,2023-11-01,AutoARIMA
198979772681_202312,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2023,202312,2023-12-01,AutoARIMA
198979772681_202401,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202401,2024-01-01,AutoARIMA
198979772681_202402,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202402,2024-02-01,AutoARIMA
198979772681_202403,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202403,2024-03-01,AutoARIMA
198979772681_202404,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202404,2024-04-01,AutoARIMA
198979772681_202405,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202405,2024-05-01,AutoARIMA
198979772681_202406,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202406,2024-06-01,AutoARIMA
198979772681_202407,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202407,2024-07-01,AutoARIMA
198979772681_202408,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2024,2024,202408,2024-08-01,AutoARIMA
198979772681_202409,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202409,2024-09-01,AutoARIMA
198979772681_202410,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202410,2024-10-01,AutoARIMA
198979772681_202411,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202411,2024-11-01,AutoARIMA
198979772681_202412,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2024,202412,2024-12-01,AutoARIMA
198979772681_202501,198979772681,Kind visit short.,11226857,Deborah Banks,Edwards Inc,Robertbury,2025,2025,202501,2025-01-01,AutoARIMA
247938231780_202310,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202310,2023-10-01,AutoARIMA
247938231780_202311,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202311,2023-11-01,AutoARIMA
247938231780_202312,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2023,202312,2023-12-01,AutoARIMA
247938231780_202401,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202401,2024-01-01,AutoARIMA
247938231780_202402,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202402,2024-02-01,AutoARIMA
247938231780_202403,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202403,2024-03-01,AutoARIMA
247938231780_202404,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202404,2024-04-01,AutoARIMA
247938231780_202405,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202405,2024-05-01,AutoARIMA
247938231780_202406,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202406,2024-06-01,AutoARIMA
247938231780_202407,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202407,2024-07-01,AutoARIMA
247938231780_202408,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2024,2024,202408,2024-08-01,AutoARIMA
247938231780_202409,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202409,2024-09-01,AutoARIMA
247938231780_202410,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202410,2024-10-01,AutoARIMA
247938231780_202411,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202411,2024-11-01,AutoARIMA
247938231780_202412,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2024,202412,2024-12-01,AutoARIMA
247938231780_202501,247938231780,Bar television perhaps say coach send.,69186936,Christine Duffy,Glenn Inc,East Robert,2025,2025,202501,2025-01-01,AutoARIMA
312564373859_202310,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2023,202310,2023-10-01,AutoARIMA
312564373859_202311,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2023,202311,2023-11-01,AutoARIMA
312564373859_202312,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2023,202312,2023-12-01,AutoARIMA
312564373859_202401,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202401,2024-01-01,AutoARIMA
312564373859_202402,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202402,2024-02-01,AutoARIMA
312564373859_202403,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202403,2024-03-01,AutoARIMA
312564373859_202404,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202404,2024-04-01,AutoARIMA
312564373859_202405,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202405,2024-05-01,AutoARIMA
312564373859_202406,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202406,2024-06-01,AutoARIMA
312564373859_202407,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202407,2024-07-01,AutoARIMA
312564373859_202408,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2024,2024,202408,2024-08-01,AutoARIMA
312564373859_202409,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2025,2024,202409,2024-09-01,AutoARIMA
312564373859_202410,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2025,2024,202410,2024-10-01,AutoARIMA
312564373859_202411,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2025,2024,202411,2024-11-01,AutoARIMA
312564373859_202412,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2025,2024,202412,2024-12-01,AutoARIMA
312564373859_202501,312564373859,Beyond build threat model bar.,18548758,Crystal Roberts,Anderson-Frey,Port Anthonyhaven,2025,2025,202501,2025-01-01,AutoARIMA
346201806622_202310,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2023,202310,2023-10-01,AutoARIMA
346201806622_202311,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2023,202311,2023-11-01,AutoARIMA
346201806622_202312,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2023,202312,2023-12-01,AutoARIMA
346201806622_202401,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2024,202401,2024-01-01,AutoARIMA
346201806622_202402,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2024,202402,2024-02-01,AutoARIMA
346201806622_202403,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2024,202403,2024-03-01,AutoARIMA
346201806622_202404,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2024,202404,2024-04-01,AutoARIMA
346201806622_202405,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2024,202405,2024-05-01,AutoARIMA
346201806622_202406,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2024,202406,2024-06-01,AutoARIMA
346201806622_202407,346201806622,Information buy explain.,49057810,Robert Smith,Edwards Inc,Robertbury,2024,2024,202407,2024-07-01,AutoARIMA
