book_id,book_name,cutoff,y,AutoARIMA,HoltWinters,SeasonalNaive,MAPE_AutoARIMA,MAPE_HoltWinters,MAPE_SeasonalNaive
81207027403,Learn culture night partner form meet.,2022-04-01,4412669.0,5616877.5,5539935.0,5576800.0,0.272898,0.25546128,0.2638156
81207027403,Learn culture night partner form meet.,2022-05-01,4386025.0,5564139.0,5468101.5,5520252.0,0.2686063,0.24671006,0.2586002
81207027403,Learn culture night partner form meet.,2022-06-01,4428262.5,5501177.0,5528345.5,5500446.5,0.24228792,0.24842317,0.24212295
81207027403,Learn culture night partner form meet.,2022-07-01,4467728.5,3488622.5,5478315.5,5457182.0,-0.21915074,0.22619705,0.2214668
81207027403,Learn culture night partner form meet.,2022-08-01,4464617.0,5406313.0,5389126.0,5419098.0,0.21092425,0.20707464,0.21378788
81207027403,Learn culture night partner form meet.,2022-09-01,4535340.0,5360496.0,5120426.0,5360496.0,0.18193917,0.12900598,0.18193917
112088627304,Say floor happy.,2022-03-01,1890000.5,1891706.0,1816756.4,1920887.6,0.00090238074,-0.038753495,0.01634239
112088627304,Say floor happy.,2022-04-01,1863560.5,2045265.4,1834523.9,1923091.8,0.09750415,-0.015581262,0.031944897
112088627304,Say floor happy.,2022-05-01,1846932.9,2014987.4,1829457.9,1917020.6,0.090991125,-0.009461632,0.037948184
112088627304,Say floor happy.,2022-06-01,1840187.9,1998534.9,1825565.2,1911676.9,0.08604936,-0.007946268,0.03884875
112088627304,Say floor happy.,2022-07-01,1834816.4,1915212.0,1830307.1,1910311.5,0.043816715,-0.0024576029,0.041145876
112088627304,Say floor happy.,2022-08-01,1814750.8,1928209.0,1824309.0,1904908.5,0.06252002,0.0052669765,0.049680512
112088627304,Say floor happy.,2022-09-01,1810116.0,1920589.6,1867324.9,1920589.6,0.06103124,0.031605087,0.06103124
133683658821,Certain life buy series.,2022-03-01,2211917.0,2535284.5,2247480.8,2623450.0,0.14619333,0.016078249,0.18605264
133683658821,Certain life buy series.,2022-04-01,2183370.0,2495603.0,2175739.5,2576736.5,0.14300507,-0.0034948268,0.18016484
133683658821,Certain life buy series.,2022-05-01,2144733.2,2536005.5,2119158.5,2533773.2,0.182434,-0.011924443,0.18139319
133683658821,Certain life buy series.,2022-06-01,2116091.0,2385231.2,2110211.8,2508510.5,0.12718746,-0.002778354,0.18544547
133683658821,Certain life buy series.,2022-07-01,2082137.8,2256138.8,2104606.5,2488584.0,0.08356844,0.010791193,0.19520622
133683658821,Certain life buy series.,2022-08-01,2048944.9,2173622.8,2048731.9,2439686.2,0.060849793,-0.00010395594,0.1907037
133683658821,Certain life buy series.,2022-09-01,2026438.9,2332287.2,1950034.6,2399342.8,0.15092899,-0.037703704,0.18401931
144423659336,Road player doctor pull.,2022-03-01,429747.03,439514.56,395488.75,462444.94,0.02272856,-0.079717316,0.0760864
144423659336,Road player doctor pull.,2022-04-01,432032.84,428757.94,387325.28,455642.12,-0.0075802254,-0.10348186,0.054646958
144423659336,Road player doctor pull.,2022-05-01,435637.34,424295.44,375120.88,446883.97,-0.026035203,-0.1389148,0.025816485
144423659336,Road player doctor pull.,2022-06-01,435710.7,428503.22,380159.66,446947.53,-0.016541868,-0.12749523,0.025789691
144423659336,Road player doctor pull.,2022-07-01,437153.6,423598.62,375155.8,441280.66,-0.031007336,-0.1418215,0.009440761
144423659336,Road player doctor pull.,2022-08-01,440722.44,443541.94,375590.84,439892.94,0.0063974503,-0.1477837,-0.001882137
144423659336,Road player doctor pull.,2022-09-01,442722.1,421508.9,369870.94,433429.06,-0.047915358,-0.1645528,-0.020990666
161530178062,Everyone blood record yet.,2022-03-01,4453735.5,5388554.5,5653336.0,5244758.0,0.20989549,0.26934704,0.17760877
161530178062,Everyone blood record yet.,2022-04-01,4341968.5,5626939.0,5624817.5,5247877.5,0.29594192,0.2954533,0.20864016
161530178062,Everyone blood record yet.,2022-05-01,4282743.0,4947593.0,5506589.0,5211536.0,0.1552393,0.2857622,0.21686873
161530178062,Everyone blood record yet.,2022-06-01,4248339.0,4529823.0,5373741.0,5154997.0,0.066257425,0.264904,0.2134147
161530178062,Everyone blood record yet.,2022-07-01,4213367.5,4354362.0,5019973.0,5082269.0,0.033463612,0.19143963,0.20622495
161530178062,Everyone blood record yet.,2022-08-01,4181880.5,4605785.0,4903736.0,4996566.5,0.10136696,0.17261505,0.19481331
161530178062,Everyone blood record yet.,2022-09-01,4150884.5,3959659.5,4683947.5,4916804.5,-0.046068493,0.12842155,0.18451971
198979772681,Kind visit short.,2022-03-01,114471.37,119341.03,115262.18,118810.32,0.042540453,0.006908387,0.037904266
198979772681,Kind visit short.,2022-04-01,113981.55,119677.836,118214.914,119808.16,0.049975537,0.037140813,0.051118884
198979772681,Kind visit short.,2022-05-01,111072.05,119864.8,118373.24,119829.1,0.07916258,0.065733865,0.07884121
198979772681,Kind visit short.,2022-06-01,109458.95,119484.06,117471.86,119651.93,0.09158784,0.07320467,0.093121454
198979772681,Kind visit short.,2022-07-01,107951.58,119063.75,110752.89,116273.76,0.10293663,0.025949713,0.07709178
198979772681,Kind visit short.,2022-08-01,103091.12,119760.75,116334.76,118614.68,0.16169806,0.12846538,0.15058099
198979772681,Kind visit short.,2022-09-01,103890.3,117962.47,114447.39,117611.58,0.13545223,0.10161771,0.13207471
247938231780,Bar television perhaps say coach send.,2022-03-01,3770019.5,3677248.8,3707262.2,3666008.5,-0.024607498,-0.0166464,-0.027588982
247938231780,Bar television perhaps say coach send.,2022-04-01,3743654.8,3692285.5,3743522.0,3683016.5,-0.013721685,-3.546e-05,-0.016197607
247938231780,Bar television perhaps say coach send.,2022-05-01,3699139.0,3858506.2,3860078.0,3718782.5,0.043082256,0.04350715,0.0053102896
247938231780,Bar television perhaps say coach send.,2022-06-01,3678468.2,3797467.5,3874148.8,3733834.0,0.03235022,0.05319619,0.015051305
247938231780,Bar television perhaps say coach send.,2022-07-01,3673149.5,3742244.0,3916066.5,3760933.0,0.018810697,0.066133164,0.0238987
247938231780,Bar television perhaps say coach send.,2022-08-01,3652740.0,3789636.2,3934974.0,3779582.2,0.037477687,0.07726638,0.034725234
247938231780,Bar television perhaps say coach send.,2022-09-01,3617544.0,4261777.0,4003665.0,3827203.2,0.17808574,0.10673568,0.05795624
312564373859,Beyond build threat model bar.,2022-03-01,2065514.6,2503641.8,2455957.0,2530269.2,0.21211524,0.1890291,0.2250067
312564373859,Beyond build threat model bar.,2022-04-01,1995914.1,2482528.8,2384939.5,2495087.5,0.2438054,0.19491088,0.25009763
312564373859,Beyond build threat model bar.,2022-05-01,1931651.5,2449004.5,2363760.2,2483970.8,0.26782936,0.22369912,0.2859311
312564373859,Beyond build threat model bar.,2022-06-01,1869647.1,2522742.8,2312664.5,2462249.2,0.34931493,0.2369524,0.31695935
312564373859,Beyond build threat model bar.,2022-07-01,1846043.1,1996125.1,2272312.0,2433131.8,0.08129929,0.2309095,0.3180254
312564373859,Beyond build threat model bar.,2022-08-01,1795252.9,2174106.2,2271547.8,2426830.0,0.21103065,0.26530796,0.351804
312564373859,Beyond build threat model bar.,2022-09-01,1753107.1,2387327.0,2188618.5,2387327.0,0.36176905,0.24842256,0.36176905
346201806622,Information buy explain.,2022-03-01,2498186.8,2511426.8,2420616.0,2662029.0,0.005299844,-0.031050822,0.065584466
346201806622,Information buy explain.,2022-04-01,2487391.5,2574313.8,2396755.5,2639508.5,0.03494514,-0.03643817,0.06115523
346201806622,Information buy explain.,2022-05-01,2469891.5,2576044.2,2407724.0,2631581.5,0.04297871,-0.025170134,0.065464415
346201806622,Information buy explain.,2022-06-01,2458472.8,2609351.8,2404212.8,2622275.5,0.06137103,-0.022070613,0.066627845
346201806622,Information buy explain.,2022-07-01,2458876.0,2548441.0,2400906.0,2607294.8,0.03642518,-0.023575813,0.060360406
346201806622,Information buy explain.,2022-08-01,2457545.5,2544369.5,2369169.2,2583659.8,0.035329558,-0.035961185,0.05131716
346201806622,Information buy explain.,2022-09-01,2473220.8,2500240.5,2349317.0,2560851.8,0.010924924,-0.050098136,0.035431936
349723361976,Decade third economy cost stock culture.,2022-03-01,2499205.0,2412329.0,2416516.8,2432588.5,-0.034761455,-0.033085823,-0.026655076
349723361976,Decade third economy cost stock culture.,2022-04-01,2506844.0,2570008.0,2425063.2,2434235.2,0.025196621,-0.032622993,-0.028964208
349723361976,Decade third economy cost stock culture.,2022-05-01,2514280.2,2449919.0,2418118.8,2432322.0,-0.02559828,-0.038246132,-0.032597102
349723361976,Decade third economy cost stock culture.,2022-06-01,2519424.8,2740543.2,2449384.8,2447267.8,0.08776547,-0.027799997,-0.028640268
349723361976,Decade third economy cost stock culture.,2022-07-01,2538037.8,2451840.5,2444493.0,2441151.8,-0.033962164,-0.036857117,-0.038173586
349723361976,Decade third economy cost stock culture.,2022-08-01,2536814.0,2455461.2,2486523.8,2469145.0,-0.032068867,-0.019824177,-0.026674798
349723361976,Decade third economy cost stock culture.,2022-09-01,2562506.0,2461679.2,2479048.0,2461679.2,-0.039346933,-0.032568898,-0.039346933
370750754516,Up challenge ten world support.,2022-03-01,1688860.4,1872152.4,2259011.8,2294767.0,0.10852999,0.33759534,0.35876656
370750754516,Up challenge ten world support.,2022-04-01,1671999.5,1680136.9,2056483.8,2212334.8,0.0048668524,0.22995476,0.32316712
370750754516,Up challenge ten world support.,2022-05-01,1693605.5,1754408.1,1929950.9,2161230.0,0.035901293,0.13955161,0.2761118
370750754516,Up challenge ten world support.,2022-06-01,1681214.0,1767154.0,1879199.8,2129958.2,0.051117823,0.117763564,0.26691678
370750754516,Up challenge ten world support.,2022-07-01,1731041.1,1576928.5,1756304.1,2065941.0,-0.089028865,0.014594107,0.19346732
370750754516,Up challenge ten world support.,2022-08-01,1757231.6,1640920.1,1703434.1,2031632.4,-0.06619019,-0.030614916,0.15615514
370750754516,Up challenge ten world support.,2022-09-01,1809449.0,972262.9,1583647.8,1950142.5,-0.46267462,-0.12479006,0.077754885
393727123108,Until power student side where grow.,2022-03-01,2869660.2,2836732.0,2497621.2,3091091.2,-0.011474616,-0.12964566,0.077162795
393727123108,Until power student side where grow.,2022-04-01,2859846.5,2964903.0,2453348.2,3047037.2,0.036735013,-0.14213988,0.065454826
393727123108,Until power student side where grow.,2022-05-01,2856149.0,2955890.5,2415441.5,3002741.2,0.034921672,-0.1543013,0.051325142
393727123108,Until power student side where grow.,2022-06-01,2844007.8,2982156.5,2435534.0,2975696.8,0.04857538,-0.14362611,0.046304025
393727123108,Until power student side where grow.,2022-07-01,2839035.0,2922550.8,2466574.5,2967978.8,0.02941695,-0.13119264,0.045418162
393727123108,Until power student side where grow.,2022-08-01,2813647.8,3170472.8,2529913.8,2982291.0,0.12681936,-0.100842044,0.059937585
393727123108,Until power student side where grow.,2022-09-01,2813044.8,2940613.5,2550249.2,2979085.0,0.045348994,-0.093420304,0.0590251
422150774639,Economy try marriage adult per.,2022-03-01,2042390.4,2037081.5,1923101.9,2171747.0,-0.002599344,-0.058406316,0.063335896
422150774639,Economy try marriage adult per.,2022-04-01,2033428.2,2091967.2,1904681.8,2151792.5,0.028788328,-0.063315,0.05820921
422150774639,Economy try marriage adult per.,2022-05-01,2020248.5,2098011.2,1881766.0,2129764.8,0.038491677,-0.068547264,0.054209296
422150774639,Economy try marriage adult per.,2022-06-01,2032172.9,2062325.5,1872542.6,2115402.8,0.014837628,-0.07855151,0.0409561
422150774639,Economy try marriage adult per.,2022-07-01,2026530.2,2041618.2,1874121.0,2106903.5,0.007445238,-0.075206995,0.039660525
422150774639,Economy try marriage adult per.,2022-08-01,2018133.6,2042916.0,1838257.2,2079546.8,0.012279849,-0.08913006,0.030430654
422150774639,Economy try marriage adult per.,2022-09-01,2009714.0,2017274.6,1850156.5,2077058.2,0.0037620403,-0.07939314,0.03350937
454609719823,Often customer many realize bed.,2022-03-01,3910492.0,4982754.5,3290437.5,5349329.0,0.27420142,-0.15856177,0.3679427
454609719823,Often customer many realize bed.,2022-04-01,3816369.8,4840251.5,3106610.8,5164902.0,0.26828682,-0.18597752,0.35335472
454609719823,Often customer many realize bed.,2022-05-01,3729325.5,4620076.5,2972057.5,5018463.5,0.23885043,-0.20305763,0.34567592
454609719823,Often customer many realize bed.,2022-06-01,3630619.5,4541388.5,2939239.5,4910607.5,0.25085774,-0.19043031,0.3525536
454609719823,Often customer many realize bed.,2022-07-01,3553530.8,4129957.0,2920330.2,4808362.0,0.16221225,-0.17818911,0.35312238
454609719823,Often customer many realize bed.,2022-08-01,3515220.2,4044342.5,2780546.5,4663635.5,0.15052322,-0.20899794,0.32669795
454609719823,Often customer many realize bed.,2022-09-01,3471626.2,2893834.5,2535080.8,4527497.0,-0.16643259,-0.2697714,0.30414298
475006756761,Design later on concern.,2022-03-01,1176941.2,975981.1,1128251.5,995417.0,-0.1707478,-0.041369736,-0.1542339
475006756761,Design later on concern.,2022-04-01,1176996.2,979385.8,1134106.0,1004045.8,-0.16789386,-0.036440432,-0.14694221
475006756761,Design later on concern.,2022-05-01,1202203.1,993027.5,1106381.1,997690.0,-0.17399357,-0.079705335,-0.17011528
475006756761,Design later on concern.,2022-06-01,1228429.5,978006.2,1053423.5,983663.94,-0.20385648,-0.1424632,-0.1992508
475006756761,Design later on concern.,2022-07-01,1242814.5,993177.3,1118391.8,1014729.56,-0.2008644,-0.10011369,-0.18352291
475006756761,Design later on concern.,2022-08-01,1266603.9,1000408.5,1161871.0,1040121.56,-0.21016467,-0.082687944,-0.17881069
475006756761,Design later on concern.,2022-09-01,1278275.8,1064251.2,1193713.5,1064251.2,-0.16743219,-0.06615337,-0.16743219
488305235240,More gas positive old mean.,2022-03-01,1551876.9,1599475.8,1356978.5,1746395.9,0.03067181,-0.12558882,0.12534435
488305235240,More gas positive old mean.,2022-04-01,1533935.6,1662285.8,1307156.5,1706774.9,0.08367374,-0.14784136,0.11267699
488305235240,More gas positive old mean.,2022-05-01,1520425.6,1664575.5,1284326.4,1679074.8,0.0948089,-0.15528497,0.1043452
488305235240,More gas positive old mean.,2022-06-01,1512305.5,1605879.0,1285361.1,1660589.8,0.061874732,-0.15006517,0.09805178
488305235240,More gas positive old mean.,2022-07-01,1513017.1,1522077.8,1280694.1,1640986.8,0.0059884484,-0.15354948,0.084579095
488305235240,More gas positive old mean.,2022-08-01,1511430.5,1585178.5,1256758.1,1619059.6,0.04879351,-0.16849758,0.07121011
488305235240,More gas positive old mean.,2022-09-01,1512087.2,1574816.5,1287084.4,1606887.6,0.041485205,-0.14880283,0.06269504
490157113539,Difficult night nature police necessary bad.,2022-03-01,12475.832,12017.126,14707.14,12100.078,-0.036767572,0.17885041,-0.030118546
490157113539,Difficult night nature police necessary bad.,2022-04-01,12738.5,11127.631,13449.785,11789.669,-0.12645674,0.055837434,-0.0744853
490157113539,Difficult night nature police necessary bad.,2022-05-01,13347.109,10999.731,12468.428,11340.555,-0.17587164,-0.06583311,-0.15033628
490157113539,Difficult night nature police necessary bad.,2022-06-01,12940.704,12280.02,13746.799,12030.441,-0.05105476,0.06229141,-0.07034105
490157113539,Difficult night nature police necessary bad.,2022-07-01,13754.299,8773.647,12696.967,11806.935,-0.36211598,-0.07687284,-0.14158222
490157113539,Difficult night nature police necessary bad.,2022-08-01,13495.3545,11247.195,13082.086,12012.06,-0.16658764,-0.030623022,-0.10991152
490157113539,Difficult night nature police necessary bad.,2022-09-01,13557.536,11939.415,13185.147,11939.415,-0.11935215,-0.027467282,-0.11935215
522992550993,Between me most someone rather various.,2022-03-01,719636.9,620747.56,584316.2,557311.06,-0.13741557,-0.18804024,-0.22556628
522992550993,Between me most someone rather various.,2022-04-01,719035.4,653501.9,597400.7,567713.8,-0.09114086,-0.1691637,-0.21045078
522992550993,Between me most someone rather various.,2022-05-01,720478.4,700203.3,617881.1,577580.8,-0.028141111,-0.14240156,-0.19833706
522992550993,Between me most someone rather various.,2022-06-01,710271.0,735566.75,656434.2,595895.3,0.035614222,-0.075797565,-0.16103105
522992550993,Between me most someone rather various.,2022-07-01,714001.44,666582.56,663857.94,605590.8,-0.06641286,-0.07022885,-0.15183531
522992550993,Between me most someone rather various.,2022-08-01,717271.25,724418.4,686913.7,617533.7,0.009964326,-0.042323686,-0.1390514
522992550993,Between me most someone rather various.,2022-09-01,723201.25,643164.3,734026.3,628462.75,-0.11067035,0.014968257,-0.1309988
540257528495,Focus low past yes represent.,2022-03-01,1729401.2,2031357.5,2542286.5,2285266.8,0.17460161,0.47003853,0.3214208
540257528495,Focus low past yes represent.,2022-04-01,1681487.0,2104105.8,2415904.5,2244898.5,0.2513363,0.43676668,0.33506742
540257528495,Focus low past yes represent.,2022-05-01,1630961.9,1965682.8,2356530.2,2217864.5,0.20522912,0.44487146,0.35985062
540257528495,Focus low past yes represent.,2022-06-01,1600189.2,1825391.0,2242629.2,2183203.8,0.14073445,0.40147752,0.36434096
540257528495,Focus low past yes represent.,2022-07-01,1575105.6,1664640.8,2097567.8,2149305.2,0.056843888,0.33169973,0.36454675
540257528495,Focus low past yes represent.,2022-08-01,1542344.1,1747385.8,2027130.0,2103350.2,0.13294156,0.31431758,0.36373603
540257528495,Focus low past yes represent.,2022-09-01,1501969.5,1282137.1,1882392.2,2040180.0,-0.14636274,0.2532826,0.3583365
563653911456,Letter few boy against international at.,2022-03-01,1055772.9,1006379.0,496792.78,1272382.4,-0.046784565,-0.52945113,0.20516676
563653911456,Letter few boy against international at.,2022-04-01,1059976.0,1140483.6,455615.66,1215817.5,0.07595231,-0.5701642,0.14702362
563653911456,Letter few boy against international at.,2022-05-01,1071136.0,1098354.6,424332.44,1167890.2,0.02541099,-0.6038482,0.090328634
563653911456,Letter few boy against international at.,2022-06-01,1082759.4,982873.25,396057.38,1121857.2,-0.09225145,-0.63421476,0.036109477
563653911456,Letter few boy against international at.,2022-07-01,1090294.4,1092916.6,401028.28,1092114.9,0.0024050844,-0.6321835,0.0016697325
563653911456,Letter few boy against international at.,2022-08-01,1092137.5,1054506.0,498928.2,1075771.8,-0.03445674,-0.5431636,-0.014985064
563653911456,Letter few boy against international at.,2022-09-01,1103351.5,880175.7,501986.03,1060725.9,-0.20227082,-0.5450353,-0.038632862
588689325930,Open nearly offer policy dinner large.,2022-03-01,924079.1,954496.0,925240.4,1087193.1,0.03291588,0.0012566565,0.17651519
588689325930,Open nearly offer policy dinner large.,2022-04-01,914103.7,977528.44,891196.4,1065620.6,0.069384634,-0.025059862,0.16575465
588689325930,Open nearly offer policy dinner large.,2022-05-01,904783.1,947636.4,871503.0,1048292.8,0.04736301,-0.036782432,0.15861225
588689325930,Open nearly offer policy dinner large.,2022-06-01,898713.4,1021861.75,869397.75,1040180.6,0.13702741,-0.03261955,0.15741086
588689325930,Open nearly offer policy dinner large.,2022-07-01,884842.75,955326.6,853267.9,1026054.8,0.07965695,-0.035684165,0.15959
588689325930,Open nearly offer policy dinner large.,2022-08-01,874274.2,932084.9,830567.0,1007334.75,0.06612421,-0.04999254,0.15219545
588689325930,Open nearly offer policy dinner large.,2022-09-01,873806.3,919753.0,811762.1,986689.75,0.052582234,-0.07100451,0.12918589
589629234039,Trip lose avoid necessary be.,2022-03-01,3297855.8,3521115.8,3065303.8,3621023.8,0.06769853,-0.070516124,0.097993374
589629234039,Trip lose avoid necessary be.,2022-04-01,3303147.8,3393840.8,3009811.8,3570398.8,0.027456537,-0.08880499,0.08090798
589629234039,Trip lose avoid necessary be.,2022-05-01,3278634.5,3617982.5,3003642.0,3542171.5,0.10350285,-0.08387409,0.08038011
589629234039,Trip lose avoid necessary be.,2022-06-01,3244752.0,3817748.5,3035136.2,3532258.2,0.17659177,-0.06460147,0.088606544
589629234039,Trip lose avoid necessary be.,2022-07-01,3209993.5,3497173.5,3039564.5,3513450.0,0.08946436,-0.053093255,0.094534926
589629234039,Trip lose avoid necessary be.,2022-08-01,3160290.0,3491609.2,3028400.5,3486004.0,0.104838245,-0.041733354,0.10306459
589629234039,Trip lose avoid necessary be.,2022-09-01,3143322.5,3065107.0,2996641.5,3453627.5,-0.024883065,-0.046664316,0.09871879
602785282444,Should hour own other city room.,2022-03-01,1222071.6,1437144.8,1249109.2,1361160.0,0.17599061,0.022124419,0.1138136
602785282444,Should hour own other city room.,2022-04-01,1208283.4,1360981.6,1271638.6,1360459.1,0.1263762,0.052434098,0.12594377
602785282444,Should hour own other city room.,2022-05-01,1204315.5,1313332.5,1283064.5,1358819.4,0.09052196,0.065389015,0.12829186
602785282444,Should hour own other city room.,2022-06-01,1199594.6,1306604.0,1293158.2,1357304.5,0.08920462,0.07799604,0.13146931
602785282444,Should hour own other city room.,2022-07-01,1195368.9,1291011.1,1293868.9,1355843.1,0.08001066,0.08240134,0.13424663
602785282444,Should hour own other city room.,2022-08-01,1214996.9,1266811.4,1266616.4,1340150.4,0.04264579,0.042485293,0.103007264
602785282444,Should hour own other city room.,2022-09-01,1240781.9,1313450.5,1220838.6,1327922.4,0.0585668,-0.016073132,0.07023031
623914720750,Represent enough area eat.,2022-03-01,1817403.1,1953235.0,1760024.5,2211043.8,0.07473954,-0.031571764,0.21659511
623914720750,Represent enough area eat.,2022-04-01,1790939.1,1973162.0,1683219.5,2157039.8,0.10174711,-0.060147006,0.20441824
623914720750,Represent enough area eat.,2022-05-01,1778608.8,1902493.1,1618269.9,2106150.8,0.0696524,-0.09014848,0.1841563
623914720750,Represent enough area eat.,2022-06-01,1771562.0,1901767.5,1565300.1,2060878.2,0.07349757,-0.11642939,0.16331139
623914720750,Represent enough area eat.,2022-07-01,1754363.1,1863353.5,1543608.2,2026537.6,0.06212532,-0.12013184,0.15514149
623914720750,Represent enough area eat.,2022-08-01,1757740.4,1750716.2,1495886.4,1983907.1,-0.0039961105,-0.14897195,0.12866902
623914720750,Represent enough area eat.,2022-09-01,1774777.6,1860877.0,1488319.9,1952575.0,0.048512768,-0.16140486,0.10018009
646398449955,Amount less own expect.,2022-03-01,478001.72,479718.38,489101.97,533706.44,0.0035913181,0.023222197,0.11653665
646398449955,Amount less own expect.,2022-04-01,473938.78,498409.06,473908.97,524407.44,0.051631734,-6.2903695e-05,0.106487714
646398449955,Amount less own expect.,2022-05-01,462789.38,521905.5,473888.8,522924.62,0.12773873,0.023983778,0.12994087
646398449955,Amount less own expect.,2022-06-01,466046.88,485743.84,463490.3,514760.94,0.04226392,-0.005485634,0.1045261
646398449955,Amount less own expect.,2022-07-01,469322.3,489950.53,456445.3,510325.7,0.043953203,-0.027437434,0.0873672
646398449955,Amount less own expect.,2022-08-01,468525.06,484706.88,439587.44,497992.06,0.034537774,-0.06176324,0.062893115
646398449955,Amount less own expect.,2022-09-01,464227.03,491636.2,447142.8,494831.0,0.05904257,-0.03680143,0.06592457
646911470367,Purpose can spring trouble my box.,2022-03-01,767475.6,1003921.6,1064303.5,1006771.7,0.30808276,0.3867587,0.3117963
646911470367,Purpose can spring trouble my box.,2022-04-01,777649.6,986455.4,1058858.9,996175.5,0.2685088,0.36161435,0.28100815
646911470367,Purpose can spring trouble my box.,2022-05-01,802393.75,969773.4,1041943.5,982663.06,0.20860036,0.2985439,0.2246644
646911470367,Purpose can spring trouble my box.,2022-06-01,800341.0,962575.4,1040365.6,980535.6,0.20270656,0.29990295,0.2251473
646911470367,Purpose can spring trouble my box.,2022-07-01,797831.5,959626.44,1032455.9,983464.75,0.20279337,0.2940776,0.23267224
646911470367,Purpose can spring trouble my box.,2022-08-01,809980.6,957640.4,973627.5,959703.5,0.18230034,0.202038,0.18484747
646911470367,Purpose can spring trouble my box.,2022-09-01,800800.5,956261.25,972254.75,956261.25,0.19413169,0.21410358,0.19413169
675081392070,Someone someone result should employee.,2022-03-01,645089.0,844137.2,655033.9,812465.25,0.30855927,0.015416284,0.25946227
675081392070,Someone someone result should employee.,2022-04-01,633777.06,741428.5,636227.7,796613.4,0.16985695,0.0038666988,0.25692996
675081392070,Someone someone result should employee.,2022-05-01,615754.94,788296.0,633816.75,788661.75,0.2802106,0.029332794,0.2808046
675081392070,Someone someone result should employee.,2022-06-01,608542.1,781795.06,641065.75,785243.75,0.28470165,0.05344515,0.29036877
675081392070,Someone someone result should employee.,2022-07-01,601201.7,746834.4,631951.3,774369.56,0.24223599,0.051146936,0.28803626
675081392070,Someone someone result should employee.,2022-08-01,604328.06,725715.44,597586.56,750354.75,0.20086338,-0.011155365,0.2416348
675081392070,Someone someone result should employee.,2022-09-01,605126.06,693378.2,578991.56,732872.4,0.1458409,-0.04318852,0.21110694
693246561383,Drive same for education successful.,2022-03-01,4952327.0,4614879.0,4565580.5,4629097.0,-0.06813928,-0.078093894,-0.06526831
693246561383,Drive same for education successful.,2022-04-01,4970639.0,4607459.0,4528139.0,4613041.0,-0.07306505,-0.08902276,-0.07194206
693246561383,Drive same for education successful.,2022-05-01,4994448.0,4618930.0,4546582.5,4614074.0,-0.07518709,-0.08967267,-0.076159365
